,Song Title,Song Lyrics
64,blue,"sometimes these walls seem to cave in on me but when i look into your eyes i feel alive some days we say words that dont mean a thing but when youre holding me tight i feel alive  make it last forever come on baby wont you hold on to me, hold on to me you and i together come on baby wont you hold on to me, hold on to me  each day i feel so blessed to be looking at you cause when you open your eyes i feel alive my heart beats so damn quick when you say my name and when im holding you tight im so alive so now lets just live it up  make it last forever come on baby wont you hold on to me, hold on to me you and i together come on baby wont you hold on to me, hold on to me  make it last forever come on baby wont you hold on to me, hold on to me you and i together come on baby wont you hold on to me, hold on to me  weve gotta hold on ive gotta hold on youve got to hold on youve got a hold on, a hold onto me weve gotta hold on ive gotta hold on youve got a hold on youve got a hold on, a hold onto me  make it last forever come on baby wont you hold on to me, hold on to me you and i together come on baby wont you hold on to me, hold on to me  make it last forever come on baby wont you hold on to me, hold on to me you and i together come on baby wont you hold on to me, hold on to me, blue  [outro â blue ivy:] hold on to me, hold on bee-sy-ay, bee-sy-ay, bee-sy-ay mommy mommy mommy! can we see daddy? can we see daddy? miss you daddy..."
65,giftfromvirgo,"i wish i could look in your eyes and tell you how i feel  right now inside baby i know that its real so real so real, so real how i wish i could be with you how i wish i wish i wish i could be with you right now  every morning, every afternoon, every night i wanna be with you it dont matter if we go to the park or watch a play stay in the hotel room all day i just wanna be with you i love everything about you from your old school tennis shoes to the way you move when youre dancing with me  do you remember our first kiss it wasnt long enough remember the first time  we spent those weeks together they were not long enough all of our conversations all of your sweet pages theyre never long enough  when its time for me to leave its so hard to say good-bye i never want to say good-bye i never ever want to say good-bye  one day well make love finally ill be yours only you only you  i could love you its too late  i already love you i love you  i love you i love you"
66,beautifulliar,"nobody likes being played  beyoncã©, beyoncã© shakira, shakira  [beyoncã©:] he said im worth it, his one desire [shakira:] i know things about him that you wouldnt wanna read about [beyoncã©:] he kissed me, his one and only (yes), beautiful liar [shakira:] tell me how you tolerate the things that you just found out about  [shakira:] you never know [beyoncã©:] why are we the ones who suffer [shakira:] i have to let go [beyoncã©:] he wont be the one to cry  [beyoncã©:] lets not kill the karma lets not start a fight its not worth the drama for a beautiful liar [shakira:] cant we laugh about it its not worth our time we can live without him just a beautiful liar  [shakira:] i trusted him, but when i followed you, i saw you together [beyoncã©:] i didnt know about you then til i saw you with him again [shakira:] i walked in on your love scene, slow dancing [beyoncã©:] you stole everything, how can you say i did you wrong  [shakira:] well never know [beyoncã©:] when the pain and heartbreaks over [shakira:] i have to let go [beyoncã©:] the innocence is gone  [beyoncã©:] lets not kill the karma lets not start a fight its not worth the drama for a beautiful liar [shakira:] cant we laugh about it its not worth our time we can live without him just a beautiful liar  [shakira:] tell me how to forgive you when its me whos ashamed [beyoncã©:] and i wish i could free you of the hurt and the pain [both:] but the answer is simple hes the one to blame  beyoncã©, beyoncã© shakira, shakira beyoncã©, beyoncã© shakira, shakira  [beyoncã©:] lets not kill the karma lets not start a fight its not worth the drama for a beautiful liar [shakira:] cant we laugh about it its not worth our time we can live without him just a beautiful liar"
67,allnight,"i found the truth beneath your lies and true love never has to hide trade your broken wings for mine ive seen your scars and kissed your crimes  so many people that i know, theyre just tryna touch ya kiss up and rub up and feel up kiss up and rub up and feel up on ya give you some time to prove that i can trust ya again im gonna kiss up and rub up and feel up kiss up and rub up and feel up on ya  all night long... (all night yeah)  good love all night long... (all night yeah)  sweet love all night long... (all night yeah)  love all night long... (all night yeah)  all i wanna be no other be together i remember sweet love all night long...  my love was stronger than your pride beyond your darkness im your light you get deep you touch my mind baptize your tears and dry your eyes  so many people i know that they just trying to touch you kiss up and rub up and feel up kiss up and rub up and feel up on ya give you some time to prove that i can trust ya again im gonna kiss up and rub up and feel up kiss up and rub up and feel up on ya  all night long... (all night yeah)  good love all night long... (all night yeah)  sweet love all night long... (all night yeah)  love all night long... (all night yeah)  all i wanna be no other be together i remember sweet love all night long...  they say true loves the greatest weapon to win the war caused by pain but every diamond has imperfections but my loves too pure to watch it chip away  boy nothing real can be threatened true love breathes salvation back into me with every tear came redemption and my torturer became my remedy  so many people i know that they just trying to touch you kiss up and rub up and feel up kiss up and rub up and feel up on ya give you some time to prove that i can trust ya again im gonna kiss up and rub up and feel up kiss up and rub up and feel up on ya  all night long... (all night yeah)  good love all night long... (all night yeah)  sweet love all night long... (all night yeah)  love all night long...  all i wanna be no other be together i remember sweet love all night long...  how i missed you, my love"
68,mine,"[verse 1 - beyonce:] i been watching for the signs took a trip to clear my mind, oh now im even more lost youre still so fine all mine... all mine... been having conversations about break-ups and separations im not feeling like myself since the baby are we gonna even make it? oh  cause if we are were taking this a little too far... if we are... were taking this a little too far... baby if we are... were taking this a little too far...  with me being wherever im at worrying about wherever you are were taking this a little too... far... were taking this a little too... far... were taking this a little too... far...  [hook 1 - drake:] know you wanna roll with a good girl do it big do it all for a good girl one time... this is a song for the good girl dont sleep when you know you got a good girl one time... this is a song for the good girl wanna roll wanna roll with a good girl one time... this is a song for the good girl and i still keep it hood, still treat you like i should whats up?  [verse 2 - beyonce:] on my mind, up past my bed time no rest at the kingdom... alone in my place, my heart is away all that i can think of is... we should get married, we should get married lets stop holding back on this and lets get carried away  [pre-hook:] stop making a big deal out of the little things, cause i got big deals and i got little things i got everything im asking for but you... stop making a big deal out of the little things, lets get carried away... come right now you know where i stay...  [hook 2 - drake & beyoncã©:] i just wanna say youre mine, youre mine i just wanna say youre mine, youre mine fuck what they heard youre mine, youre mine all im really asking for is you... youre mine, youre mine i just wanna say youre mine, youre mine fuck what they heard youre mine, youre mine long as you know who you belong to...  [hook 1 - drake:] know you wanna roll with a good girl do it big do it all for a good girl one time... this is a song for the good girl dont sleep when you know you got a good girl one time... this is a song for the good girl wanna roll wanna roll with a good girl one time... this is a song for the good girl and i still keep it hood, still treat you like i should whats up?  [verse 3 - drake:] oh... from 8 until late i think bout you youre on my nights i dont know what to do i cant get no rest, cant get no sleep this whole thing got way too deep and we should  [pre-hook:] stop making a big deal out of the little things, cause i got big deals and i got little things i got everything im asking for but you... stop making a big deal out of the little things, lets get carried away... come right now you know where i stay...  [hook 2 - drake & beyoncã©:] i just wanna say youre mine, youre mine i just wanna say youre mine, youre mine fuck what they heard youre mine, youre mine all im really asking for is you... youre mine, youre mine i just wanna say youre mine, youre mine fuck what they heard youre mine, youre mine long as you know who you belong to...  [hook 1 - drake:] know you wanna roll with a good girl do it big do it all for a good girl one time... this is a song for the good girl dont sleep when you know you got a good girl one time... this is a song for the good girl wanna roll wanna roll with a good girl one time... this is a song for the good girl and i still keep it hood, still treat you like i should whats up?  [verse 4 - drake:] yo yo yo i gotta pull up on ya you gon make me have to pull up on ya dont go ghost on me imma go thriller on ya imma just imma let my hands do the talking when i see you baby girl i miss feeling on ya i miss everything thats real about ya and thats everything about ya thats just how i feel about ya been about you and im still about you but we aint finished talking i told ya you dont need to worry about them bitches all them fives need to listen when the 10 is talking cause they dont wanna see you happier than them and girl you swear they all your friends and thats been a problem you the one they hate this come with that i know you think its funny that your ex is not a running back but that nigga came running back you tell me you done with that and i believe its true long as you know who you belong to...  [outro:] all im really asking for is you yeah"
69,resentment,"i wish i could believe you then ill be alright but now everything you told me really dont apply to the way i feel inside loving you was easy once upon a time but now my suspicions of you have multiplied and its all because you lied  i only give you a hard time cause i cant go on and pretend like i havent tried to forgive this but im much too full of resentment just cant seem to get over the way you hurt me dont know how you gave another who didnt mean a thing, no the very thing you gave to me  i thought i could forgive you and i know youve changed as much as i wanna trust you i know it aint the same and its all because you lied  i only give you a hard time cause i cant go on and pretend like i havent tried to forgive this but im much too full of resentment  i may never understand why im doing the best that i can i tried and i tried to forgive this but im much too full of resentment  i always remember feelin like i was no good like i couldnt do it for you like your mistress could and its all because you lied  loved you more than ever more than my own life the best part of me i gave you it was sacrificed and its all because you lied  i only give you a hard time cause i cant go on and pretend like i tried and i tried to forgive this but im too damn full of resentment  i know she was attractive but i was here first been riding with you for 6 years why did i deserve to be treated this way by you i know youre probably thinking whats up with b ive been crying for too long what did you do to me i used to be so strong now you took my soul im crying cant stop crying cant stop crying you couldve told me you wasnt happy i know you didnt want to hurt me look at what youve done to me now i gotta look at her in her eyes and see shes had half of me you lied how could you lie you lied"
70,diva,"im a, a diva, hey, im a, im a, a diva, hey im a, im a, a diva, hey, im a, im a, a diva im a, im a, a diva, hey, im a, im a, a diva im a, im a, a diva, hey, im a, im a, a diâ  na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler... na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler...  stop the track, lemme state facts: i told you, gimme a minute and ill be right back fifty million round the world and they say that i couldnt get it; i done got so sick and filthy with benjis, i cant spend it  are you gon be talking shit? you act like i just got up in it; been the number one diva in this game for a minute! i know you read the paper: the one that they call a queen, every radio round the world know me cause thats where i be first  im a, a diva, hey, im a, im a, a diva, hey im a, im a, a diva, hey, im a, im a, a diva im a, im a, a diva, hey, im a, im a, a diva im a, im a, a diva, hey, im a, im a, a diâ  na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler... na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler...  when he pull up, wanna pop my hood up, bet he better have a six-pack in the cooler getting money, divas gettin money, if you aint gettin money, then you aint got nothing for me  tell me somethin (tell me somethin): where yo boss at (where your boss at)? where my ladies up in here that like to talk back (that like to talk back)? i wanna see her (i wanna see her), id like to meet ya (id like to meet her) what you say? (not to me!), she aint no diva (she aint no diva)!  na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler... na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler...  since 15 in my stilettos, been strutting in this game, ""whats yo age?"" was the question they asked when i hit the stage im a diva, best believe her, you see how she getting paid? she aint calling him to grade-up, dont need him, her best maid  this is a stick-up, stick-up (i need them bags, all that money.) were gonna stick-up, stick-up (you see them ask, ""where that money?"") all my ladies get it up, i see you, i do the same; take it to another level, no passengers on my plane.  im a, a diva, hey, im a, im a, a diva, hey im a, im a, a diva, hey, im a, im a, a diva...  this is a stick-up, stick-up (i need them bags, all that money.) stick-up, stick-up (you see them ask, ""where that money?"")  na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler... na-na-na, diva is a female version of a hustler, of a hustler, of a, of a hustler...  im a, im a, a diva, im a, im a, a diva, im a, im a, a diva..."
71,yoncpartition,"[yoncã©]  let me hear you say ""hey, ms. carter!"" (hey, ms. carter!) say ""hey, ms. carter!"" (hey, ms. carter!) give me some!  see me up in the club with fifty-eleven girls posted in the back, diamond fangs in my grill brooklyn brim with my eyes sittin low every boy in here with me got that smoke and every girl in here gotta look me up and down all on instagram, cake by the pound circulate the image every time i come around gs up, tell me how im looking, babe  boy, this all for you, just walk my way just tell me how its looking, babe just tell me how its looking, babe (how its looking babe) i do this all for you, baby, just take aim and tell me how its looking, babe (how its looking babe) and tell me how i looking, babe (looking, babe)  drop the bass, man, the bass get lower radio say, ""speed it up,"" i just go slower high like treble, pumping on the mids the man aint ever seen a booty like this and why do you think you keep my name rollin off the tongue? cause when you wanna smash, i just write another one i sneezed on the beat and the beat got sicker yoncã© all on his mouth like liquor yoncã© all on his mouth like liquor yoncã© all on his mouth like liquor yoncã© all on his mouth like liquor like like liquor like like like liquor yoncã© all on his mouth like liquor yoncã© all on his mouth like liquor yoncã© all on his mouth like liquor like like liquor, like like like liquor  drop!  [partition]  driver, roll up the partition, please driver, roll up the partition, please i dont need you seeing yoncã© on her knees took 45 minutes to get all dressed up we aint even gonna make it to this club now my mascara runnin, red lipstick smudged oh he so horny, yeah he want to fuck he popped all my buttons and he ripped my blouse he monica-lewinskyd all on my gown  whoa there daddy, daddy didnt bring the towel oh, baby, baby we better slow it down took 45 minutes to get all dressed up and we aint even gonna make it to this club  take all of me i just wanna be the girl you like (girl you like) the kinda girl you like (girl you like) take all of me i just wanna be the girl you like, girl you like the kinda girl you like is right here with me right here with me right here with me right here with me  driver, roll up the partition fast driver, roll up the partition fast over there i swear i saw them cameras flash handprints and footprints on my glass handprints and good grips all on my ass private show with the music blastin he like to call me peaches when we get this nasty red wine drip, well talk that trash chauffeur eavesdropping trying not to crash  oh, there daddy, daddy now you ripped my fur oh, baby, baby be sweatin out my hair took 45 minutes to get all dressed up and we aint even gonna make it to this club  take all of me i just wanna be the girl you like (girl you like) the kinda girl you like (girl you like) take all of me i just wanna be the girl you like, girl you like the kinda girl you like is right here with me right here with me right here with me right here with me  hello!  [french:] est-ce que tu aimes le sexe? le sexe. je veux dire, lactivitã© physique. le coã¯t. tu aimes ã§a? tu ne tintã©resses pas au sexe? les hommes pensent que les fã©ministes dã©testent le sexe, mais cest une activitã© trã¨s stimulante et naturelle que les femmes adorent. [english translation: ""do you like sex? sex. i mean, the physical activity. coitus. do you like it? youre not interested in sex? men think that feminists hate sex, but its a very stimulating and natural activity that women love.""]  take all of me i just wanna be the girl you like (girl you like) the kinda girl you like (girl you like) take all of me i just wanna be the girl you like, girl you like the kinda girl you like is right here with me right here with me right here with me right here with me  hello!"
72,lovehappy,"happily in love, haters please forgive me i let my wife write the will, i pray my children outlive me i give my daughter my custom dresses, so she gon be litty vintage pieces by the time she hit the city, yeah-ah vintage frames, i see nobody fuckin wit him pretty thug, out the third ward, hit me sir asked it, like his dads shit is trippy (uh-huh) twinning, blue and rumi, me and solo are winning! (happy in love) sitting, dock of the bay wit a big yacht sippin yamazaki on the rocks he went to jared, i went to chaumet out in paris yeah, you fucked up the first stone, we had to get remarried yo, chill man we keepin it real with these people, right? lucky i aint kill you when i met that b.. (nah, aight, aight) yall know how i met her, we broke up and got back together to get her back, i had to sweat her yall could make up with a bag, i had to change the weather move the whole family west, but its whatever in a glass house still throwing stones hova, beysus, watch the thrones (happy in love)  you did some things to me, boy you do some things to me but love is deeper than your pain and i believe you can change baby, the ups and downs are worth it, long way to go, but well work it were flawed but were still perfect for each other sometimes i thought wed never see the light went through hell with heaven on our side this beach aint always been no paradise but nightmares only last one night (happy in love)  no more clubs and cali-curfews (one night) just private affairs in a tighter circle large format wines in small settings, woo just hood ass niggas in designer suits follow my moves on a truth in alaã¯a boots, yeah, yeah amelia earhart, flyer than who? (yeah, yeah) fake news yall choose, we no lie no photoshop, just real life (happy in love)  you did some things to me, boy you do some things to me but love is deeper than your pain and i believe you can change baby, the ups and downs are worth it, long way to go, but well work it were flawed but were still perfect for each other sometimes i thought wed never see the light went through hell with heaven on our side this beach aint always been no paradise but nightmares only last one night  damn, look at us now pray, pray for the vows way up now, yes, and a way, long way down we came, and we saw, and we conquered it all we came, and we conquered, now were happy in love"
73,rocket,"let me sit this ass on you show you how i feel let me take this off will you watch me? thats mass appeal dont take your eyes dont take your eyes off it watch it, babe if you like you can touch it, babe do you, do you wanna touch it, baby?  grab a hold, dont let go let me know that you ready i just wanna show you now slow it down go around you rock hard i rock steady  [hook:] and rock right up to the side of my mountain climb until you reach my peak, babe, the peak, babe, the peak and reach right into the bottom of my fountain i wanna play in your deep, babe, the deep, babe, the deep then dip me under where you can feel my river flow and flow hold me til i scream for air to breathe and wash me over until my well runs dry send all your sins all over me, babe, me, babe, me  rock it til waterfalls rock it til waterfalls rock it til waterfalls bathe in these waterfalls  i do it like its my profession i gotta make a confession im proud of all this bass could you put it in your face by the way if you need a personal trainer or a therapist i can be your piece of sunshine, inner peace, entertainer anything else that you may read between the lines you and i create rockets and waterfalls  [hook] so rock right up to the side of my mountain climb until you reach my peak, babe, the peak, babe, the peak and reach right into the bottom of my fountain i wanna play in your deep, babe, the deep, babe, the deep then dip me under where you can feel my river flow and flow hold me til i scream for air to breathe and wash me over until my well runs dry send all your sins all over me, babe, me, babe, me  hard rock steady rock hard rock steady rock hard rock steady rock hard rock steady  dont you know that i give you good loving if you need it i give you my word you can believe it your love feels like all four seasons growing inside me life has a reason swimming in my love, your love lifting higher harder got me screaming to the lord, boy kiss me pray we dont overflow baby, i know you can feel it pulse deep in the peak of my waterfalls rock it, baby, rock it, baby, rock it til the water falls down damn  i cant help but love the way we make love daddy, daddy ooh child, ooh now yes lord damn baby youre driving me cray, cray you aint right for doing it to me like that, daddy even though ive been a bad bad bad bad bad bad bad bad bad bad bad bad girl tell me what youre gonna do about that punish me please punish me please daddy what youre gon do with all this ass all up in your face yeah, hell yeah love me so deep ooh my shits so good it aint even right i know im right hell yeah you the shit thats why youre my equivalent so sexy  were so much more than pointless fixtures instagram pictures consumers what about that ching-ching-ching (what about that, what about that ching, ching) baby boomers (baby, baby, baby, baby, baby, baby) cyclical trends, tryna fit in home is where the heart is goddammit im comfortable in my skin and youre comfortable in my skin you look so comfortable in my skin, skin, skin rockets til waterfalls"
74,sweetdreams,"turn the lights on!  every night i rush to my bed with hopes that maybe ill get a chance to see you when i close my eyes im going outta my head lost in a fairytale can you hold my hands and be my guide?  clouds filled with stars cover your skies and i hope it rains youre the perfect lullaby what kind of dream is this?  you can be a sweet dream or a beautiful nightmare either way i dont wanna wake up from you (turn the lights on!) sweet dream or a beautiful nightmare somebody pinch me, your loves too good to be true (turn the lights on!)  my guilty pleasure, i aint going nowhere baby, long as youre here ill be floating on air (cause youre my, youre my...) you can be a sweet dream or a beautiful nightmare either way i dont wanna wake up from you (turn the lights on!)  i mention you when i say my prayers i wrap you around all of my thoughts boy, youre my temporary high i wish that when i wake up youre there to wrap your arms around me for real and tell me youll stay by my side  clouds filled with stars cover the skies and i hope it rains youre the perfect lullaby what kind of dream is this?  you can be a sweet dream or a beautiful nightmare either way i dont wanna wake up from you (turn the lights on!) sweet dream or a beautiful nightmare somebody pinch me, your loves too good to be true (turn the lights on!)  my guilty pleasure, i aint going nowhere baby, long as youre here ill be floating on air (cause youre my, youre my....) you can be a sweet dream or a beautiful nightmare either way i dont wanna wake up from you (turn the lights on!)  tattoo your name across my heart so it will remain not even death can make us part what kind of dream is this?  you can be a sweet dream or a beautiful nightmare either way i dont wanna wake up from you (turn the lights on!) sweet dream or a beautiful nightmare somebody pinch me, your loves too good to be true (turn the lights on!)  my guilty pleasure, i aint going nowhere baby, long as youre here ill be floating on air (cause youre my, youre my...) you can be a sweet dream or a beautiful nightmare either way i dont wanna wake up from you (turn the lights out!)  either way i dont wanna wake up from you"
75,satellites,"satellites flashing by its a beautiful state were in but how can we love in isolation? think how happy we can be when we just try  were nothing like we seem passionate words are never spoken you dont know how i bleed when i leave your side  in your eyes loves alive weve come untied cause were flashing by like satellites satellites  take all the rules away how can we live if we dont change? were always on display lets run and hide  in our eyes loves alive weve come untied cause were flashing by like satellites satellites  if we dont communicate, well exist in our own space we have all the love we need while were apart, i cannot breathe  satellites flashing by satellites"
76,drunkinlove,"[intro - beyoncã©] ive been drinking, ive been drinking i get filthy when that liquor get into me ive been thinking, ive been thinking why cant i keep my fingers off it, baby? i want you, na na why cant i keep my fingers off it, baby? i want you, na na  [verse 1 - beyoncã©] cigars on ice, cigars on ice feeling like an animal with these cameras all in my grill flashing lights, flashing lights you got me faded, faded, faded baby, i want you, na na cant keep your eyes off my fatty daddy, i want you, na na drunk in love, i want you  [hook - beyoncã©] we woke up in the kitchen saying, ""how the hell did this shit happen?"" oh baby, drunk in love we be all night last thing i remember is our beautiful bodies grinding up in the club drunk in love  [bridge - beyoncã©] we be all night, love, love we be all night, love, love  [verse 2 - beyoncã©] we be all night, and everything alright no complaints from my body, so fluorescent under these lights boy, im drinking, park it in my lot 7-11 im rubbing on it, rub-rubbing, if you scared, call that reverend boy, im drinking, get my brain right armand de brignac, gangster wife louie sheets, he sweat it out like wash rags he wear it out [studio version:] boy, im drinking, im singing on the mic to my boy toys [video/live version:] boy, im drinking, im singing on the mic til my voice hoarse then i fill the tub up halfway then ride it with my surfboard, surfboard, surfboard graining on that wood, graining, graining on that wood im swerving on that, swerving, swerving on that big body been serving all this, swerve, surfing all in this good, good  [hook]  [bridge]  [verse 3 - jay-z] (im nice right now) hold up that dussã is the shit if i do say so myself if i do say so myself, if i do say so myself hold up, stumbled all in the house time to back up all of that mouth that you had all in the car, talking bout you the baddest bitch thus far talking bout you be repping that third, i wanna see all the shit that i heard know i sling clint eastwood, hope you can handle this curve foreplay in the foyer, fucked up my warhol slip the panties right to the side aint got the time to take draws off, on site catch a charge i might, beat the box up like mike in 97 i bite, im ike, turner, turn up baby no i dont play, now eat the cake, anna mae said, ""eat the cake, anna mae!"" im nice, for yall to reach these heights you gonna need g3 4, 5, 6 flights, sleep tight we sex again in the morning, your breastases is my breakfast we going in, we be all night  [bridge]  [verse 4 - beyoncã©] never tired, never tired i been sipping, thats the only thing thats keeping me on fire, me on fire didnt mean to spill that liquor all on my attire ive been drinking watermelon i want your body right here, daddy i want you, right now cant keep your eyes off my fatty daddy i want you  [bridge]"
77,thatswhyyourebeautiful,"diamonds used to be coal look young cause they got soul thats why theyre beautiful and my heart used to be cold til your hands laid on my soul, baby and thats why youre beautiful  im not wondering why the skys blue. thats not my business all i know is i look up and tell myself, ""be patient, love. that could be us.""  lovers used to make love and die just to give us their piece of the beautiful remember when we made love? love wasnt it beautiful?  dont ask me why the skys blue. thats not my business all i know is i look up and tell myself, ""be patient, love. that could be us.""  diamonds used to be coal look young cause they got soul and my heart used to be cold til your hands laid on my soul somebodys got to stay deep in love that could be us  thats why were beautiful thats why youre beautiful  why, why  thats why youre beautiful thats why youre beautiful thats why youre beautiful"
78,irreemplazable,"ya lo ves, ya lo ves te olvidã©, te olvidã©  (mmm)  ya lo ves, ya loves  ya lo ves, amor, esta vez te olvidã© en el closet, en un rincã³n estã¡n tus cosas, esto se acabã³ (se acabã³) te juro que no te aguanto mã¡s no te quiero ya, ni como amante esta vez no ganarã¡s, te puedes marchar y no vuelvas jamã¡s  y si acaso piensas que esta vez voy a perdonar ya verã¡s, que nunca mã¡s me vuelves a engaã±ar ya lã¡rgate  â¿quã© sabes tu de mi? no me hagas reir tu creã­as que eras imprescindible pero sin tu amor no voy a morirme, baby â¿quã© sabes tu de mi? no me hagas reir me verã¡s con otro hombre a mi lado ya lo ves, traidor, voy a sustituirte... a olvidar tu amor  ya me curã© de dolor, ya te saquã© de mi corazã³n vete con ella, solos los dos pobre de ti, lã¡rgate, me das asco tu eres mi luz pero hay amores que matan de daã±o me cansã© de ti ya no soy aquella infeliz  y si acaso piensas que esta vez voy a perdonar ya verã¡s, que nunca mã¡s me vuelves a engaã±ar ya lã¡rgate  â¿quã© sabes tu de mi? no me hagas reir tu creã­as que eras imprescindible pero sin tu amor no voy a morirme, baby â¿quã© sabes tu de mi? no me hagas reir me verã¡s con otro hombre a mi lado ya lo ves, traidor, voy a sustituirte voy a olvidar tu amor  ya no soy nada para ti alguien que no conoces lo nuestro se acabã³ tanto daã±o al fin lo destruyã³ (destruyã³) nunca llorarã© por ti porque ya me cansã© de ti no eres mã¡s imprescindible  ya lo ves, ya lo ves te olvidã©, te olvidã©  (mmm)  ya lo ves, ya lo ves ya lo ves, amor, esta vez te olvidã©  te olvidã©, te olvidã©  ya lo ves, traidor, voy a sustituirte... voy a olvidar tu amor  â¿quã© sabes tu de mi? no me hagas reir tu creã­as que eras imprescindible pero sin tu amor no voy a morirme, baby â¿quã© sabes tu de mi? no me hagas reir me verã¡s con otro hombre a mi lado ya lo ves, traidor, voy a sustituirte...  â¿quã© sabes tu de mi? (baby) no me hagas reir tu creã­as que eras imprescindible pero sin tu amor no voy a morirme (no hay mã¡s que hablar, terminamos) â¿quã© sabes tu de mi? (este cuento al fin se he acabado) no me hagas reir me verã¡s con otro hombre a mi lado ya lo ves, traidor, voy a sustituirte... voy a olvidar tu amor"
79,imissyou,"i thought that things like this get better with time but i still need you, why is that? youre the only image in my mind so i still see you... around  i miss you like everyday wanna be with you, but youre away said i miss you, missing you insane but if i got with you, could it feel the same?  words dont ever seem to come out right but i still mean them, why is that? it hurts my pride to tell you how i feel but i still need to, why is that?  i miss you like everyday wanna be with you, but youre away i said i miss you, missing you insane but if i got with you, could it feel the same?  it dont matter who you are it is so simple, a feeling but its everything no matter who you love it is so simple, a feeling but its everything  i miss you like everyday wanna be with you, but youre away i said i miss you, missing you insane but if i got with you, could it feel the same?  it dont matter who you are it is so simple, a feeling but its everything no matter who you love it is so simple, a feeling but its everything"
80,party,"you a bad girl and your friends bad too, oh we got the swag sauce, she drippin swagu you a bad girl and your friends bad too, oh we got the swag sauce, she drippin swagu  i may be young, but im ready to give you all my love i told my girls you can get it dont slow it down, just let it go  so in love ill give it all away just dont tell nobody tomorrow so tonight ill do it every way speakers knockin til the morning light  cause we like to party-y-y-y-y-y-y cause we like to party-y-y-y-y-y-y cause we like to party  your touch is driving me crazy i cant explain the way i feel top down with the radio on and the night belongs to us just hold me close, dont let me go  so in love i dont care what they say i dont care if theyre talking tomorrow cause tonights the night oh oh oh oh that i give you everything music knockin til the morning light cause we like to party!  [andre 3000:] set the scene, three thousand degrees i aint worried bout them fuck niggas over there, but they worried bout me i got a homeboy named butta and another homeboy, that nigga named cheese fuck with me baby, i make it milk til it drip down your knees spit this shit for realo, brain brillo kiddo say he looks up to me, this just makes me feel old never thought that we could become someone elses hero man, we were just in the food court, eating our gyros yesterday, thats the way, every single mornin i try to pray grandmom and them, they never forgot, and none else really mean none to me i aint stuntin to beat, talkin to me? girl, why you fuckin with me? move on, aint none to see pssh, always somethin to salt, im the raw, off the rip cause of him, all of them, will remember the minute they fell in love with rap black like havin your cousin back blue like when that rent is due cream like when im lovin you  so in love ill give it all away just dont tell nobody tomorrow cause tonights the night that i give you everything music knockin til the morning light  cause we like to party-y-y-y-y-y-y cause we like to party-y-y-y-y-y-y cause we like to party  you a bad girl and your friends bad too, oh we got the swag sauce, she drippin swagu, ooh you a bad girl and your friends bad too, oh we got the swag sauce, she drippin swagu, ooh ooh"
81,sugamama,"damn that was so good i wanna buy him a short set   hey, hey   ima be like a jolly rancher that you get from the corner store  ima be like a waffle cone thats dripping down to the floor  the way you do if for me i cant lie  about to be up in the mall all night  whatever i get you putting it on  dont give me no lip let mama do it all   [chorus:] let me be, i wants to be, gots to be  your suga give mama some suga mama  suga ma-ma-mama  im your suga mama, suga mama   let me be, i wants to be, gots to be  new whip, new heavy on the wrist  cause im a suga ma-ma-mama  im your suga mama, suga mama   [bridge] hey, hey  sit on mama lap  hey, hey  come sit on mama lap  hey  come sit on mama lap  hey, hey  come sit on mama lap  hey   its so good to the point that id  do anything to keep you home  baby what you want me to buy  my accountants waiting on the phone  just the thought of making love to you  dropping everything thats what ill do  whatever i get you putting it on  now take it off while i watch you perform   [chorus]  cause im a suga ma-ma-mama  im your suga mama, suga mama   [bridge]  and ive always been the type to take care of mine  i know just what im doing  dont you worry its cool and everything is steady  puttin you on my taxes already, yeah, yeah, yeah, yeah  i promise i wont let no bills get behind  cause every touch, every kiss and hug  you bes believe itll be on time  suga mama mama mama yeah yeah yeah   [chorus]  [bridge 2x]"
